,IATA,ICAO,Airline,Call sign,Country,Comments
5304,BC,SKY,Skymark Airlines,SKYMARK,Japan,
5305,,SKZ,Skyway Enterprises,SKYWAY-INC,United States,
5306,LJ,SLA,Sierra National Airlines,SELAIR,Sierra Leone,
5307,,SLB,Slok Air,SLOK AIR,Nigeria,
5308,,SLD,Silver Air,SILVERLINE,Czech Republic,
5309,,SLE,Streamline,SLIPSTREAM,South Africa,
5310,,SLF,Starfly,ELISTARFLY,Italy,
5311,,SLG,Saskatchewan Government,LIFEGUARD,Canada,Air Ambulance Service
5312,,SLH,Silverhawk Aviation,SILVERHAWK,United States,
5313,,AGE,Servicios Aéreos de Los Ángeles,AEROANGEL,Mexico,
5314,MI,SLK,SilkAir,SILKAIR,Singapore,
5315,6Q,SLL,Slovak Airlines,SLOV LINE,Slovakia,
5316,PY,SLM,Surinam Airways,SURINAM,Suriname,
5317,,SLN,Sloane Aviation,SLOANE,United Kingdom,
5318,,SLP,Salpa Aviation,SALPA,Sudan,
5319,,SLS,Servicios Aéreos Slainte,SERVICIOS SLAINTE,Mexico,
5320,,SLV,Stella Aviation,AVISTELLA,Mauritania,
5321,,SLW,Salama Airlines Nigeria,SALMA AIR,Nigeria,
5322,,SLX,Sete Linhas Aéreas,SETE,Brazil,
5323,,SLY,Sky Line for Air Services,SKYCO,Sudan,
5324,,SLZ,Super Luza,LUZA,Angola,
5325,,SMA,SMA Airlines,SESAME,Nigeria,
5326,,SMC,Sabang Merauke Raya Air Charter,SAMER,Indonesia,
5327,,SMD,Servicios Aéreos La Marquesa,SERVICIOS MARQUESA,Mexico,
5328,8D,,Servant Air,,United States,
5329,,SME,Semos,SEMICH,Kazakhstan,
5330,,SMF,Smalandsflyg,GORDON,Sweden,
5331,,SMH,Smithair,SMITHAIR,United States,
5332,,SMK,Semeyavia,ERTIS,Kazakhstan,
5333,,SML,Smith Air (1976),SMITH AIR,Canada,
5334,,SMM,Summit Airlines,SUMMIT-AIR,United States,
5335,,SMQ,Samar Air,SAMAR AIR,Tajikistan,
5336,,SMR,Somon Air,SOMON AIR,Tajikistan,
5337,,SMT,Skyline,SKYLIMIT,Nigeria,
5338,,AOS,"Servicios Aéreos Del Sol, S.A. de C.V.",AEROSOL,Mexico,
5339,,SNA,Senator Aviation Charter,SENATOR,Germany,
5340,NB,SNB,Sterling Airlines,STERLING,Denmark,
5341,,SNE,Servicios Aéreos De Nicaragua (SANSA),SANSA,Nicaragua,
5342,,SNF,Shans Air,SHANS AIR,Russia,
5343,,SNH,Senair Services,SENSERVICE,Senegal,
5344,,SNI,Savanah Airlines,SAVANAHLINE,Nigeria,
5345,6J,SNJ,Skynet Asia Airways,NEWSKY,Japan,
5346,,SNK,Southeast Airlines (Sun Jet International),SUN KING,United States,
5347,,SNL,Soonair Lines,SOONAIR,United States,
5348,,SNM,Servizi Aerei,SERVIZI AEREI,Italy,
5349,,SNP,Sun Pacific International,SUN PACIFIC,United States,
5350,,SNQ,Sun Quest Executive Air Charter,EXECU-QUEST,United States,
5351,,SNS,Societe Centrafricaine De Transport Aerien,,Central African Republic,
5352,,SNT,Suncoast Aviation,SUNCOAST,United States,
5353,,SNU,Snunit Aviation,,Israel,
5354,,SNV,Sudanese States Aviation,SUDANESE,Sudan,
5355,,SNW,Sun West Airlines,SUN WEST,United States,
5356,,SNX,Sun Air Aviation Services,SUNEX,Canada,
5357,,SOB,Stabo Freight,STABO,Zambia,
5358,,SOC,Southern Cargo Air Lines,,Russia,
5359,,SOH,Southern Ohio Aviation Sales,SOUTHERN OHIO,United States,
5360,,SOI,Southern Aviation,SOAVAIR,Zambia,
5361,IE,SOL,Solomon Airlines,SOLOMON,Solomon Islands,
5362,,SOM,Somali Airlines,SOMALAIR,Somali Republic,
5363,,SON,Sunshine Air Tours,SUNSHINE TOURS,United States,
5364,,SOO,Southern Air,SOUTHERN AIR,United States,
5365,,SOP,Solinair,SOLINAIR,Slovenia,
5366,,SOR,Sonair Servico Aéreo,SONAIR,Angola,
5367,,SOT,Southeast Correct Craft,SOUTH COURIER,United States,
5368,,SOU,Southern Airways,SOUTHERN EXPRESS,United States,
5369,6W,SOV,Saratov Airlines Joint Stock Company,SARATOV AIR,Russia,
5370,,SOW,Sowind Air,SOWIND,Canada,
5371,,SOX,Solid Air,SOLIDAIR,Netherlands,
5372,HZ,SOZ,Sat Airlines,SATCO,Kazakhstan,
5373,,SPA,Sierra Pacific Airlines,SIERRA PACIFIC,United States,
5374,,SPB,Springbok Classic Air,SPRING CLASSIC,South Africa,
5375,,SPC,Skyworld Airlines,PORT,United States,
5376,,SPE,Sprague Electric Company,SPRAGUE,United States,
5377,,SPF,Space World Airline,SPACE WORLD,Nigeria,
5378,,SPG,Springdale Air Service,SPRING AIR,United States,
5379,,SPH,Sapphire Executive Air,SAPPHIRE-CHARTER,South Africa,
5380,,SPI,South Pacific Island Airways,SOUTH PACIFIC,United States,
5381,,SPL,Servicios Corporativos Aéreos De La Laguna,CORPORATIVOS LAGUNA,Mexico,
5382,,SPN,Skorpion Air,AIR SKORPIO,Bulgaria,
5383,,SPP,Sapphire Aviation,SAPPHIRE,United States,
5384,,SPQ,Servicios Aéreos Palenque,SERVICOS PALENQUE,Mexico,
5385,,TBS,Servicios Aéreos Tribasa,TRIBASA,Mexico,
5386,S5,TCF,Shuttle America,MERCURY,United States,
5387,,SVV,SALTAVIATION,SALT,Poland,http://salt.aero/
5388,,TGT,SAAB Nyge Aero,TARGET,Sweden,
5389,,THB,Spark Air,THAI SABAI,Thailand,
5390,,TIH,S C Ion Tiriac,TIRIAC AIR,Romania,
5391,,TRL,Starlite Aviation,STARSTREAM,South Africa,
5392,,TRN,Servicios Aéreos Corporativos,AEROTRON,Mauritania,
5393,,TTM,Societe Tout Transport Mauritanien,TOUT-AIR,Mauritania,
5394,,TZU,Servicios Aéreos Tamazula,TAMAZULA,Mexico,
5395,,UGP,Shar Ink,SHARINK,Russia,
5396,,UKU,Second Sverdlovsk Air Enterprise,PYSHMA,Russia,
5397,,UNT,Servicios Aéreos Universitarios,UNIVERSITARIO,Mexico,
5398,,USK,Skif-Air,SKIF-AIR,Ukraine,
5399,,USN,Smarkand Aero Servise,SAMAS,Uzbekistan,
5400,,UZS,Samarkand Airways,SOGDIANA,Uzbekistan,
5401,,VDO,Servicios Aéreos Avandaro,AVANDARO,Mexico,
5402,,VGS,Stichting Vliegschool 16Hoven,SMART,Netherlands,
5403,,VRB,Silverback Cargo Freighters,SILVERBACK,Rwanda,
5404,,VRS,Sirvair,VAIRSA,Mexico,
5405,,VSV,Scat Air,VLASTA,Kazakhstan,
5406,,VXN,Sunset Aviation,VIXEN,United States,
5407,,TWY,"Sunset Aviation, LLC",TWILIGHT,United States,dba Solairus aviation
5408,,WCC,Sport Air Travel,WEST COAST,United States,
5409,,WFC,Swift Copters,SWIFTCOPTERS,Switzerland,
5410,,WLK,Skyrover CC,SKYWATCH,South Africa,
5411,,XLK,Safarilink Aviation,SAFARILINK,Kenya,
5412,,XMX,SENEAM,SENEAM,Mexico,
5413,,XPG,Southport Air Service,,United States,
5414,,XSA,Spectrum Air Service,,United States,
5415,,XSN,Stephenville Aviation Services,,Canada,
5416,,XTA,Servicios Aéreos Textra,TEXTRA,Mexico,
5417,,XTR,Sector Airlines,EXTER,Canada,
5418,,XXS,Skyplan Services,,Canada,
5419,,YBE,Stewart Aviation Services,YELLOW BIRD,United States,
5420,R1,,Sirin,,,
5421,S6,,Star Air,,Denmark,
5422,,FYA,Servicios Aéreos Integrales / Flyant,FLYANT,Spain,
5423,,UFA,State Flight Academy of Ukraine,FLIGHT ACADEMY,Ukraine,
5424,,SAF,Singapore Air Force,SINGA,Singapore,
5425,Q4,TLK,Starlink Aviation,STARLINK,Canada,
5426,V9,HCW,Star1 Airlines,STAR1,Lithuania,defunct
5427,SO,AAS,Sunshine Airlines,,,defunct
5428,O3,CSS,SF Airlines,SHUN FENG,China,
5429,,SXN,SaxonAir,SAXONAIR,United Kingdom,
5430,,SDR,Sundair,SUNDAIR,Germany,
5431,,RZ,Superna Airlines,YANGTZE RIVER,China,
5432,,LLX,Small Planet Airlines,GERMANJET,Germany,"

"
5433,,TXZ,Thai Express Air,EXPRESS AIR,Thailand,2014[2]
5434,WE,THD,Thai Smile Airways,THAI SMILE,Thailand,2014[2]
5435,VZ,TVJ,Thai Vietjet Air,THAIVIET JET,Thailand,2014[2]
5436,,TQE,Taxair Mexiqienses,TAXAIR,Mexico,Callsign changed from TAXA QUENSE in 2014[2]
5437,XJ,TAX,Thai AirAsia X,EXPRESS WING,Thailand,
5438,SL,TLM,Thai Lion Mentari,MENTARI,Thailand,
5439,,TCB,Transporte Aereo De Colombia,AERO COLOMBIA,Colombia,
5440,,TDA,Trend Aviation,TREND AIR,United States,
5441,,THS,Turkish Aerospace Industries,TUSAS,Turkey,
5442,,TMD,Transmandu,TRANSMANDU,Venezuela,
5443,,TRK,Turkish Airlines General Aviation,TURKISH REPUBLIC,Turkey,
5444,,TKJ,Tarkim Aviation,TARKIM AVIATION,Turkey,
5445,,TCG,Transafricaine Air Cargo,AFRICARGO,Burkina Faso,
5446,,TMC,Travel Management Company,TRAIL BLAZER,United States,
5447,,SWD,Trifly,SAWBLADE,United States,
5448,,SWL,Trans Jet Airways,TRANSJET,Sweden,
5449,,TAC,Turbot Air Cargo,TURBOT,Senegal,
5450,,TAD,Transporte Aéreo Dominicano,TRANS DOMINICAN,Dominican Republic,
5451,EQ,TAE,TAME,TAME,Ecuador,Transporte Aéreos Militares Ecuatorianos
5452,,BAP,Trans International Express Aviation,BIG APPLE,United States,
5453,,TAG,TAG Aviation USA,TAG U-S,United States,
5454,,TAL,Talair,TALAIR,Papua New Guinea,
5455,JJ,TAM,LATAM Brasil,TAM,Brazil,
5456,,AUC,Transaustralian Air Express,AUSCARGO,Australia,Defunct
5457,TP,TAP,TAP Portugal,AIR PORTUGAL,Portugal,
5458,TU,TAR,Tunisair,TUNAIR,Tunisia,
5459,,TAU,Transportes Aéreos Tauro,TRANSTAURO,Mexico,
5460,,TAX,Travel Air,TRAVELAIR,United States,
5461,3V,TAY,TNT Airways,QUALITY,Belgium,
5462,TR,TBA,Transbrasil,TRANSBRASIL,Brazil,defunct
5463,,TBC,Turbine Air Cargo UK,,United Kingdom,
5464,,TBD,Thunderbird Tours,ORCA,Canada,
5465,M7,TBG,Tropical Airways,,Haiti,
5466,,TBH,Trinity Air Bahamas,,Bahamas,
5467,,TBI,TAB Express International,TAB INTERNATIONAL,United States,
5468,,TBM,Taban Air Lines,TABAN AIR,Iran,
5469,,TBN,Teebah Airlines,TEEBAH,Sierra Leone,
5470,,TBR,Tubelair,TUBELAIR,Tunisia,
5471,,TBX,Tobago Express,TABEX,Trinidad and Tobago,
5472,,TCA,Tropican Air Services,TROPICANA,Egypt,
5473,,TCB,Transporte del Caribe,TRANSCARIBE,Colombia,
5474,,TCC,Trans Continental Airlines,TRANSCAL,Sudan,
5475,,TCD,Tchad Airlines,TCHADLINES,Chad,
5476,,TCE,Trans-Colorado Airlines,TRANS-COLORADO,United States,
5477,T2,TCG,Thai Air Cargo,THAI CARGO,Thailand,
5478,,TCH,Transcontinental Air,TRANS GULF,Bahrain,
5479,,TCM,Teledyne Continental Motors,TELEDYNE,United States,
5480,,TCN,Trans Continental Airlines,TRANSCON,United States,
5481,,TCP,Transcorp Airways,TRANSCORP,United Kingdom,
5482,,TCT,Transcontinental Sur,TRANS-CONT,Uruguay,
5483,,TCU,Transglobal Airways Corporation,TRANSGLOBAL,Philippines,
5484,HQ,TCW,Thomas Cook Airlines,THOMAS COOK,Belgium,
5485,MT,TCX,Thomas Cook Airlines,KESTREL,United Kingdom,"Formerly ""TOP JET"""
5486,,TCY,Twin Cities Air Service,TWIN CITY,United States,
5487,,TDC,Tadair,TADAIR,Spain,Ceased operation in 2003
5488,,TDE,Tellavia / Flight One,TELLURIDE,United States,
5489,,TDI,Transportes Aéreos de Ixtlán,TRANSIXTLAN,Mexico,
5490,TQ,TDM,Tandem Aero,TANDEM,Moldova,
5491,,TDO,TRADO,TRADO,Dominican Republic,Transporte Aéreo Dominicano
5492,,TDR,Trade Air,TRADEAIR,Croatia,
5493,,TDV,Taxi Aero Nacional Del Evora,TAXI EVORA,Mexico,
5494,,TDX,Tradewinds Airlines,TRADEWINDS EXPRESS,United States,Wrangler Aviation
5495,,TEB,Tenir Airlines,TENIR AIR,Kyrgyzstan,
5496,L9,TLW,Teamline Air,Teamline,Austria,
5497,,TEF,Tecnicas Fotograficas,TECFOTO,Spain,
5498,,TEH,Tempelhof Airways,TEMPELHOF,United States,
5499,,TEL,Telford Aviation,TELFORD,United States,
5500,,TEM,Tech-Mont Helicopter Company,TECHMONT,Slovakia,
5501,,TEN,Tennessee Airways,TENNESSEE,United States,
5502,,TER,Territorial Airlines,TERRI-AIRE,United States,
5503,,TES,TAES Transportes Aéreos de El Salvador,TAES,El Salvador,
5504,UE,TEP,Transeuropean Airlines,TRANSEURLINE,Russia,
5505,,TET,Tepavia-Trans Airlines,TEPAVIA,Moldova,
5506,,TFA,Trans-Florida Airlines,TRANS FLORIDA,United States,
5507,,TFB,Tair Airways,ROYAL TEE-AIR,Philippines,
5508,,TFF,Talon Air,TALON FLIGHT,United States,
5509,,AIM,Trabajos Aéreos Murcianos,PIJO,Spain,
5510,,TFH,Thai Flying Helicopter Service,THAI HELICOPTER,Thailand,
5511,,TFI,Transport Facilitators,,United States,
5512,,TFK,Transafrik International,,São Tomé and Príncipe,
5513,,TFO,Transportes Aéreos del Pacífico,TRANSPORTES PACIFICO,Mexico,
5514,,TFT,Thai Flying Service,THAI FLYING,Thailand,
5515,,SRF,Transportes Aéreos San Rafael,SAN RAFEAL,Chile,
5516,,TFY,Tayside Aviation,TAYSIDE,United Kingdom,
5517,,TGC,TG Aviation,THANET,United Kingdom,
5518,,TGE,Trabajos Aéreos,TASA,Spain,
5519,,TGI,Transportes Aéreos Regionales,TRANSPORTE REGIONAL,Mexico,
5520,,TGM,TAG Aviation Espana,TAG ESPANA,Spain,
5521,,TGN,Trigana Air Service,TRIGANA,Indonesia,
5522,2S,TGR,Satgur Air Transport,SATGURAIR,Liberia,defunct
5523,ZT,AWC,Titan Airways,ZAP,United Kingdom,
5524,,TGO,Transport Canada,TRANSPORT,Canada,
5525,TR,TGW,Tigerair Singapore,GO CAT,Singapore,Merged with Scoot
5526,TT,TGG,Tigerair Australia,TIGGOZ,Australia,"Previously TGW, callsign GO CAT"
5527,IT,TTW,Tigerair Taiwan,SMART CAT,Taiwan,
5528,,MDL,Tigerair Mandala,MANDALA,Indonesia,"defunct, original airline code RI"
5529,DG,SRQ,Cebgo,BLUE JAY,Philippines,"Formerly SEAir, South East Asian Airlines and Tigerair Philippines"
5530,,TGX,Transair Gabon,TRANSGABON,Gabon,
5531,,TGY,Trans Guyana Airways,TRANS GUYANA,Guyana,
5532,TG,THA,Thai Airways International,THAI,Thailand,
5533,,THC,Tar Heel Aviation,TARHEEL,United States,
5534,,THE,Toumai Air Tchad,TOUMAI AIR,Chad,
5535,,THF,Touraine Helicoptere,TOURAINE HELICO,France,
5536,,THG,Thai Global Airline,THAI GLOBAL,Thailand,
5537,,THJ,Thai Jet Intergroup,THAI JET,Thailand,
5538,,THK,Turk Hava Kurumu Hava Taksi Isletmesi,HUR KUS,Turkey,
5539,FD,AIQ,Thai AirAsia,THAI ASIA,Thailand,
5540,,THO,TACA De Honduras,LEMPIRA,Honduras,
5541,,THR,Tehran Airline,TEHRAN AIR,Iran,
5542,,THU,Thunder Airlines,AIR THUNDER,Canada,
5543,TK,THY,Turkish Airlines,TURKISH,Turkey,
5544,,THZ,Trans Helicoptere Service,LYON HELIJET,France,
5545,,TIA,Trans International Airlines,TRANS INTERNATIONAL,United States,
5546,,TIC,Travel International Air Charters,TRAVEL INTERNATIONAL,Zambia,
5547,,TIE,Time Air,TIME AIR,Czech Republic,
5548,,TIK,Tic Air,TICAIR,Australia,
5549,,TIM,TEAM Linhas Aéreas,TEAM BRASIL,Brazil,
5550,,TIN,Taino Tours,TAINO,Dominican Republic,
5551,,TIS,Tesis,TESIS,Russia,
5552,,TIW,Transcarga Intl Airways,TIACA,Venezuela,
5553,,TJK,Tajikair,TAJIKAIR,Tajikistan,
5554,,TJN,Tien-Shan,NERON,Kazakhstan,
5555,,TJS,Tyrolean Jet Services,TYROLJET,Austria,
5556,T7,TJT,Twin Jet,TWINJET,France,
5557,,TKC,Tikal Jets Airlines,TIKAL,Guatemala,
5558,,TKE,Take Air Line,ISLAND BIRD,France,
5559,,TKX,Tropical International Airways,TROPEXPRESS,Saint Kitts and Nevis,
5560,9I,LLR,Thai Sky Airlines,THAI SKY AIR,Thailand,
5561,,TLA,Translift Airways,TRANSLIFT,Ireland,
5562,,TLF,Transport Africa,TRANS-LEONE,Sierra Leone,
5563,,TLL,Trans Atlantic Airlines,ATLANTIC LEONE,Sierra Leone,
5564,,TLO,Eagle Canyon Airlines,TALON AIR,United States,
5565,TD,TLP,Tulip Air,TULIPAIR,Netherlands,
5566,,TAJ,Tunisavia,TUNISAVIA,Tunisia,
5567,,TLS,TLC Air,TEALSY,United States,
5568,,TLT,Turtle Airways,TURTLE,Fiji,
5569,,TLV,Travelair,PAJAROS,Uruguay,
5570,,TLX,Telesis Transair,TELESIS,United States,
5571,,TLY,Top Fly,TOPFLY,Spain,
5572,TL,TMA,Trans Mediterranean Airlines,TANGO LIMA,Lebanon,
5573,,TMD,Transmed Airlines,,Egypt,
5574,GY,TMG,Tri-MG Intra Asia Airlines,TRILINES,Indonesia,
5575,,TMH,Taxis Turisticos Marakame,TAXIMARAKAME,Mexico,
5576,,TMI,Tamir Airways,TAMIRWAYS,Israel,
5577,,TMK,Tomahawk Airways,TOMAHAWK,United States,
5578,OF,TML,Transports et Travaux Aériens de Madagascar,TAM AIRLINE,Madagascar,
5579,,TMM,TMC Airlines,WILLOW RUN,United States,
5580,,TMQ,TRAM,TRAM AIR,Mauritania,
5581,,TMR,Timberline Air,TIMBER,Canada,
5582,,TMS,Temsco Helicopters,TEMSCO,United States,
5583,,TMT,Trans Midwest Airlines,TRANS MIDWEST,United States,
5584,,TMX,Tramon Air,TRAMON,South Africa,
5585,,TMY,Transportes Aéreos del Mundo Maya,MUNDO MAYA,Mexico,
5586,,TMZ,Transporte Amazonair,TRANS AMAZON,Venezuela,
5587,,TNB,Trans Air-Benin,TRANS-BENIN,Benin,
5588,,TNE,Taxis Aéreos del Noroeste,TAXINOROESTE,Mexico,
5589,,TNF,Transafricaine,TRANSFAS,Burkina Faso,
5590,,TNG,Tennessee Air National Guard 164th Airlift Group,,United States,
5591,,TNI,Transair International Linhas Aéreas,TRANSINTER,United States,
5592,,TNL,Tengeriyn Ulaach Shine,SKY HORSE,Mongolia,
5593,3P,TNM,Tiara Air,TIARA,Aruba,
5594,,TNP,Transped Aviation,TRANSPED,Austria,
5595,,TNR,Tanana Air Services,TAN AIR,United States,
5596,,TNT,Trans North Turbo Air,TRANS NORTH,Canada,
5597,,TNV,Transnorthern,TRANSNORTHERN,United States,
5598,,TNW,Trans Nation Airways,TRANS-NATION,Ethiopia,
5599,,TNX,Trener Ltd,TRAINER,Hungary,
5600,,TNY,Twin Town Leasing Company,TWINCAL,United States,
5601,7T,TOB,Tobruk Air,TOBRUK AIR,Libya,
5602,,TOJ,TOJ Airlines,TOJ AIRLINE,Tajikistan,
5603,TI,TOL,Tol-Air Services,TOL AIR,United States,
5604,BY,TOM,Thomson Airways,TUI AIR[32],United Kingdom,"Formerly ""TOMSON"""
5605,,TOP,Top Air,AIR TOP,Indonesia,
5606,,TOR,Toronto Airways,TORONTAIR,Canada,
5607,PM,TOS,Tropic Air,TROPISER,Belize,
5608,,TOT,Totavia,,Canada,Aviation Information Services
5609,,TOW,Tower Air,TEE AIR,United States,
5610,,TOY,Toyota Canada,TOYOTA,Canada,
5611,QT,TPA,TAMPA,TAMPA,Colombia,
5612,,TPD,Top Speed,TOP SPEED,Austria,
5613,,TPF,Taxis Aéreos del Pacífico,TAXIPACIFICO,Mexico,
5614,,TPG,Transportes Aéreos Pegaso,TRANSPEGASO,Mexico,
5615,,TPL,TAR Interpilot,INTERPILOT,Mauritania,
5616,,TPM,Transpaís Aéreo,TRANSPAIS,Mexico,
5617,,TPN,Transportación Aérea del Norte,AEREA DELNORTE,Mexico,
5618,,TPP,Transpac Express,TRANS EXPRESS,Australia,
5619,,TPR,Taxis Aéreos De Parral,TAXIS PARRAL,Mexico,
5620,,TPS,TAPSA Transportes Aéreos Petroleros,TAPSA,Argentina,
5621,,TPT,Transportes Aéreo del Sureste,TASSA,Mexico,
5622,,TPU,Trans American Airlines (Trans Am),TRANS PERU,Peru,
5623,,TPV,Thai Pacific Airlines Business,THAI PACIFIC,Thailand,
5624,,TPX,Transportes Aéreos De Xalapa,TRANSXALAPA,Mexico,
5625,,TPY,Trans-Provincial Airlines,TRANS PROVINCIAL,Canada,
5626,,TPZ,Transportes La Paz,TRANSPAZ,Mexico,
5627,K3,TQN,Taquan Air Services,TAQUAN,United States,
5628,,TQR,Transportación Aérea De Querétaro,TRANSQUERETARO,Mexico,
5629,GE,TNA,TransAsia Airways,,Taiwan,defunct
5630,TO,TVF,Transavia France,FRANCE SOLEIL,France,
5631,HV,TRA,Transavia Holland,TRANSAVIA,Netherlands,
5632,,TRC,Trans Air Charter,TRACKER,United States,
5633,VR,TCV,TACV,CABOVERDE,Cape Verde,
5634,,TRD,Trans Island Air,TRANS ISLAND,Barbados,
5635,,TRF,Taxi Air Fret,TAXI JET,France,
5636,,TRG,TRAGSA (Medios Aéreos),,Spain,
5637,,TRJ,Trans Euro Air,HIGH TIDE,United Kingdom,
5638,,TRM,Transport Aerien de Mauritanie,SOTRANS,Mauritania,
5639,,TRO,Tropic Airlines-Air Molokai,MOLOKAI,United States,
5640,,TRQ,Turdus Airways,HUNTER,Netherlands,"Defunct, ICAO code in use by another airline"
5641,,TRR,Tramson Limited,TRAMSON,Sudan,
5642,,TRT,Trans Arabian Air Transport,TRANS ARABIAN,Sudan,
5643,,TRU,Triangle Airline (Uganda),TRI AIR,Uganda,
5644,,TRW,Transwestern Airlines of Utah,TRANS-WEST,United States,
5645,,TRY,Tristar Airlines,TRISTAR AIR,United States,
5646,T9,TRZ,TransMeridian Airlines,TRANS-MERIDIAN,United States,Defunct
5647,,TSA,Transair France,AIRTRAF,France,
5648,,TSD,TAF-Linhas Aéreas,TAFI,Brazil,
5649,TH,TSE,Transmile Air Services,TRANSMILE,Malaysia,
5650,,TSG,Trans-Air-Congo,TRANS-CONGO,Republic of the Congo,
5651,,TSI,Transport'air,TRANSPORTAIR,France,
5652,S5,TSJ,Trast Aero,TRAST AERO,Kyrgyzstan,
5653,,TSK,Trast Aero,TOMSK-AVIA,Kyrgyzstan,
5654,,TSL,Thai Aviation Services,THAI AVIATION,Thailand,
5655,,SBT,Taftan Airlines,TAFTAN,Iran,
5656,9T,ABS,Transwest Air,ATHABASKA,Canada,
5657,,TSM,Trans Sayegh Airport Services,,Lebanon,
5658,,TSN,Trans-Air Services,AIR TRANS,Nigeria,
5659,UN,TSO,Transaero Airlines,TRANSOVIET,Russia,
5660,,TSP,Transportes Aéreos Inter,TRANSPO-INTER,Guatemala,
5661,,TSR,Trans Service Airlift,TRANS SERVICE,Democratic Republic of Congo,
5662,,TSS,Tri-State Aero,TRI-STATE,United States,
5663,,TST,TRAST,TRAST,Kazakhstan,
5664,,TSV,Tropair Airservices,TROPIC,United Kingdom,
5665,,TSW,Transwings,SWISSTRANS,Switzerland,
5666,T9,TSX,Thai Star Airlines,THAI STAR,Thailand,
5667,,TSY,Tristar Air,TRIPLE STAR,Egypt,
5668,,TTA,TTA - Sociedade de Transporte e Trabalho Aéreo,KANIMANBO,Mozambique,
5669,,TTC,Transteco,TRANSTECO,Angola,
5670,,TTH,Tarhan Tower Airlines,,Turkey,
5671,,TTL,Total Linhas Aéreas,TOTAL,Brazil,
5672,,TTP,Triple O Aviation,MIGHTY WING,Nigeria,
5673,,TTR,Transportaciones Y Servicios Aéreos,TRANSPORTACIONES,Mexico,
5674,,TTS,Transporte Aéreo Técnico Ejecutivo,TECNICO,Mexico,
5675,T5,TUA,Turkmenhovayollary,TURKMENISTAN,Turkmenistan,
5676,,TUC,Turismo Aéreo de Chile,TURICHILE,Chile,
5677,UG,TUI,Tuninter,,Tunisia,
5678,,TUL,Tulpar Air,URSAL,Russia,
5679,,TUM,Tyumenspecavia,TUMTEL,Russia,
5680,,TUO,Taxi Aéreo Turístico,TURISTICO,Mexico,
5681,,TUX,Tulpar Air Service,TULPA,Kazakhstan,
5682,,TUZ,Tuna Aero,TUNA,Sweden,
5683,,TVA,Trans America Airlines,TRANS-AMERICA,United States,
5684,,TVH,Trabajos Aéreos Vascongados,TRAVASA,Spain,
5685,,TVI,Tiramavia,TIRAMAVIA,Moldova,
5686,7O[33],TVL,Travel Service,TRAVEL SERVICE,Hungary,
5687,,TVO,Transavio,TRANS-BALLERIO,Italy,
5688,T6,TVR,Tavrey Airlines,TAVREY,Ukraine,
5689,QS,TVS,Travel Service,SKYTRAVEL,Czech Republic,
5690,TW,TWB,T'way Air,TWAYAIR,Republic of Korea,
5691,,TWE,Transwede Airways,TRANSWEDE,Sweden,
5692,,TWJ,Twinjet Aircraft Sales,,United Kingdom,
5693,,TWL,Tradewinds Aviation,TRADEWINDS CANADA,Canada,
5694,,TWM,Transairways,,Mozambique,
5695,,TWO,Twente Airlines,COLIBRI,Netherlands,
5696,,TWW,Trans Air Welwitchia,WELWITCHIA,Angola,
5697,,TXA,Texair Charter,OKAY AIR,United States,
5698,AL,TXC,TransAVIAexport Airlines,TRANSEXPORT,Belarus,
5699,,TXE,Transilvania Express,TRANSAIR EXPRESS,Romania,
5700,,TXL,Taxi Aéreo Cozatl,TAXI COZATL,Mexico,
5701,,TXM,Taxi Aéreo de México,TAXIMEX,Mexico,
5702,,TXN,Texas National Airlines,TEXAS NATIONAL,United States,
5703,,TXO,Taxis Aéreos de Sinaloa,TAXIS SINALOA,Mexico,
5704,,TXR,Taxirey,TAXIREY,Mexico,
5705,,TXS,Texas Airlines,TEXAIR,United States,
5706,,TXT,Texas Air Charters,TEXAS CHARTER,United States,Group One
5707,,TXZ,Tex Star Air Freight,TEX STAR,United States,
5708,,TYF,Tayflite,TAYFLITE,United Kingdom,
5709,,TYG,Trygg-Flyg,TRYGG,Sweden,
5710,,TYW,Tyrol Air Ambulance,TYROL AMBULANCE,Austria,
5711,,TZE,Transporte Aéreo Ernesto Saenz,TRANSPORTE SAENZ,Mexico,
5712,,TZK,Tajikistan International Airlines,TAJIKSTAN,Tajikistan,
5713,,BLI,Thyssen Krupp AG,BLUELINE,Germany,
5714,6B,BLX,TUIfly Nordic,BLUESCAN,Sweden,
5715,,BOL,Transportes Aéreos Bolivianos,BOL,Bolivia,
5716,,BOX,Tiphook PLC,BOX,United Kingdom,defunct
5717,,CHE,Top Flight Air Service,CHECK AIR,United States,
5718,,CLR,Trans America,CLINTON AIRWAYS,United States,
5719,,CLU,Triple Alpha,CAROLUS,Germany,
5720,,CTP,Tashkent Aircraft Production Corporation,CORTAS,Uzbekistan,
5721,,CWT,Texas Airways,TEXAS AIRWAYS,United States,
5722,,DCL,Transportes Aéreos Don Carlos,DON CARLOS,Chile,
5723,,DOT,Telnic Limited,DOT TEL,United Kingdom,
5724,,DRC,Triton Airlines,TRITON AIR,Canada,
5725,DT,DTA,TAAG Angola Airlines,DTA,Angola,
5726,SF,DTH,Tassili Airlines,TASSILI AIR,Algeria,
5727,,EAR,Transporte Ejecutivo Aéreo,EJECUTIVO-AEREO,Mexico,
